"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ZDENĚK DUŠEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","54","0%","0%",801
"VLADIMÍRA CÍSAŘOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","40","100%","0%",802
"ZDENĚK TOMÁŠEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","52","0%","0%",803
"PAVEL ZAJÍC, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","51","0%","0%",804
"JAROSLAVA VALENTOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","35","100%","0%",805
"JAROSLAV DUŠEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","55","0%","0%",806
"PETRA KLYMYŠYN ROZ. HOMOLIAKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","35","100%","0%",807
"JAN SYCHRA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","62","0%","0%",808
"MGR. MARIE ZAPADLOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","42","100%","100%",809
"PRO SPOKOJENOU OBEC","8/7","0",3,"5","47,5","12%","25%",901
