"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"STAROSTOVÉ A NEZÁVISLÍ","5/7","0",0,"0","39,4","20%","0%",166
"EMIL SOUČEK","1/7","0",1,"0","66","0%","0%",801
"PAVEL PACÁK","1/7","0",1,"0","45","0%","0%",802
"MARTIN HRUBÝ","1/7","0",1,"0","46","0%","0%",803
"MGR. IVETA ČERNÁ","1/7","0",0,"0","44","100%","100%",804
"PETR PROCHÁZKA","1/7","0",0,"0","43","0%","0%",805
"BC. MICHAL KOZÁK","1/7","0",1,"0","46","0%","100%",806
"MARTIN ZÍMA","1/7","0",0,"0","50","0%","0%",807
"JANA SANEISTROVÁ","1/7","0",1,"0","58","100%","0%",808
"VLADIMÍR ROZTOČIL","1/7","0",1,"0","59","0%","0%",809
