"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"NEZÁVISLÝ KANDIDÁT VĚRA BURDOVÁ","1/7","0",1,"0","47","100%","0%",801
"NEZÁVISLÝ KANDIDÁT ALEŠ KREUZBERGER","1/7","0",0,"0","27","0%","0%",802
"NEZÁVISLÝ KANDIDÁT JAN KAVAN","1/7","0",1,"0","34","0%","0%",803
"NEZÁVISLÝ KANDIDÁT LADISLAV VICHEREK","1/7","0",1,"0","37","0%","0%",804
"NEZÁVISLÝ KANDIDÁT KATEŘINA KUPKOVÁ","1/7","0",1,"0","41","100%","0%",805
"NEZÁVISLÝ KANDIDÁT JAN KRÖMER","1/7","0",1,"0","67","0%","0%",806
"NEZÁVISLÝ KANDIDÁT VLADIMÍR KIRSCHNER","1/7","0",1,"0","41","0%","0%",807
"NEZÁVISLÝ KANDIDÁT PAVLÍNA KAPEROVÁ","1/7","0",1,"0","40","100%","0%",808
"NEZÁVISLÝ KANDIDÁT LUDMILA VERONYOVÁ","1/7","0",1,"0","51","100%","0%",809
"NEZÁVISLÝ KANDIDÁT PAVEL VICHEREK","1/7","0",1,"0","38","0%","0%",810
