"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"TOMÁŠ SEDLÁK","1/7","0",0,"0","32","0%","0%",801
"RICHARD NESVAČIL","1/7","0",0,"0","40","0%","0%",802
"MILOŠ DOSTALÝ","1/7","1",0,"0","56","0%","0%",803
"MGR. ANNA HLAVOŇOVÁ","1/7","0",1,"0","56","100%","100%",804
"TOMÁŠ HOŠEK, DIS.","1/7","0",1,"0","28","0%","100%",805
"ROBERT DUDA","1/7","1",0,"0","29","0%","0%",806
"BC. MIROSLAV HLAVOŇ","1/7","0",0,"0","37","0%","100%",807
"MILAN HOŠEK","1/7","1",0,"0","50","0%","0%",808
"ING. MIROSLAV PACHOLÍK","1/7","1",0,"0","44","0%","100%",809
"MARIE ČECHOVÁ","1/7","1",0,"0","55","100%","0%",810
"JANA VAŠULÍNOVÁ","1/7","1",0,"0","51","100%","0%",811
"DAVID CHALOUPKA, DIS.","1/7","0",0,"0","31","0%","100%",812
