"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"VÁCLAV HUČÍK","1/7","0",0,"0","53","0%","0%",801
"MICHAL JANÁS","1/7","0",0,"0","45","0%","0%",802
"DALIBOR DULA","1/7","0",0,"0","52","0%","0%",803
"EVA MINAŘÍKOVÁ","1/7","0",0,"0","45","100%","0%",804
"IRENA STODOLÁKOVÁ","1/7","0",0,"0","48","100%","0%",805
"ŠTĚPÁN MAŇÁK","1/7","0",0,"0","21","0%","0%",806
"TOMÁŠ PANČÍK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","39","0%","0%",807
"KAMIL MAREK","1/7","0",0,"0","36","0%","0%",808
"HELENA POSPÍŠKOVÁ","1/7","1",0,"0","57","100%","0%",809
"REGÍNA JAHODOVÁ","1/7","0",0,"0","41","100%","0%",810
"ANTONÍN MINAŘÍK","1/7","0",1,"0","53","0%","100%",811
"JANA VAŠÍČKOVÁ","1/7","0",1,"0","49","100%","100%",812
"JARMILA HRUŠKOVÁ","1/7","1",0,"0","56","100%","0%",813
