"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JANA VRZALOVÁ, NEZÁVISLÝ KANDIDÁT","1/5","1",0,"0","41","100%","0%",801
"IVANA JÁCHIMOVÁ, NEZÁVISLÝ KANDIDÁT","1/5","0",0,"0","40","100%","0%",802
"BC. SIMONA TRŠOVÁ, NEZÁVISLÝ KANDIDÁT","1/5","0",0,"0","36","100%","100%",803
"VÁCLAV REBAN, NEZÁVISLÝ KANDIDÁT","1/5","0",0,"0","37","0%","0%",804
"KAREL HOLOUBEK, NEZÁVISLÝ KANDIDÁT","1/5","1",0,"0","63","0%","0%",805
"ING. PETR HLAVSA, NEZÁVISLÝ KANDIDÁT","1/5","0",1,"0","38","0%","100%",806
"LUKÁŠ HAVEL, NEZÁVISLÝ KANDIDÁT","1/5","0",0,"0","25","0%","0%",807
"KAREL REJŠEK, NEZÁVISLÝ KANDIDÁT","1/5","0",0,"0","56","0%","0%",808
"KATEŘINA HENŽELOVÁ, NEZÁVISLÝ KANDIDÁT","1/5","0",0,"0","27","100%","0%",809
"MIROSLAV TREJBAL, NEZÁVISLÝ KANDIDÁT","1/5","1",0,"0","39","0%","0%",810
"ING. FRANTIŠEK REJŠEK, NEZÁVISLÝ KANDIDÁT","1/5","0",1,"0","51","0%","100%",811
"JIŘÍ REBAN, NEZÁVISLÝ KANDIDÁT","1/5","1",0,"0","42","0%","0%",812
