"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"PAVEL ŠPAČEK","1/7","0",1,"0","44","0%","0%",801
"BOHDAN STALLER","1/7","0",1,"0","36","0%","0%",802
"MARTA LEUPOLDOVÁ","1/7","0",1,"0","51","100%","0%",803
"JOSEF NOVÁK","1/7","0",1,"0","40","0%","0%",804
"ROMAN KUBELKA","1/7","0",0,"0","47","0%","0%",805
"MIROSLAVA POKORNÁ","1/7","0",0,"0","62","100%","0%",806
"HYNEK VOHOSKA","1/7","0",0,"0","34","0%","0%",807
"JAN NOSEK","1/7","0",1,"0","31","0%","0%",808
"FRANTIŠEK JELÍNEK","1/7","0",0,"0","42","0%","0%",809
"JAN TROJAN","1/7","0",1,"0","27","0%","0%",810
"JIŘÍ KOTRBA","1/7","0",1,"0","51","0%","0%",811
