"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"PAVEL HAMZA","1/7","0",1,"0","45","0%","0%",801
"PETR ZEMAN","1/7","0",0,"0","24","0%","0%",802
"BC. EVA ONDERKOVÁ","1/7","0",1,"0","36","100%","100%",803
"DAVID FERDA","1/7","0",1,"0","36","0%","0%",804
"PETR POSPÍŠIL","1/7","0",1,"0","38","0%","0%",805
"PETR RYMEŠ","1/7","0",1,"0","48","0%","0%",806
"JIŘÍ ONDERKA","1/7","0",0,"0","62","0%","0%",807
"ING. DAGMAR DUŠKOVÁ","1/7","0",0,"0","39","100%","100%",808
"PAVEL KNESLÍK","1/7","0",0,"0","38","0%","0%",809
"JAROSLAV JOUKL","1/7","0",0,"0","44","0%","0%",810
"FRANTIŠEK FERDA","1/7","0",0,"0","58","0%","0%",811
