"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JAN SUCHÝ","1/7","0",1,"0","57","0%","0%",801
"MILAN MAREŠ","1/7","0",1,"0","50","0%","0%",802
"KAREL KŘÍŽ","1/7","0",1,"0","34","0%","0%",803
"PETR MALINSKÝ","1/7","0",1,"0","42","0%","0%",804
"LUBOŠ ZAVŘEL","1/7","0",0,"0","46","0%","0%",805
"BOHUSLAV CÍSAŘ","1/7","0",1,"0","38","0%","0%",806
"JINDŘICH HOLUB","1/7","0",1,"0","46","0%","0%",807
"PETR PROKEŠ","1/7","0",1,"0","54","0%","0%",808
"PETR CÍSAŘ","1/7","0",1,"0","46","0%","0%",809
"JOSEF KOTĚRA","1/7","0",1,"0","64","0%","0%",810
