"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ING. MILAN DVOŘÁK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","54","0%","100%",801
"FRANTIŠEK KŘÍŽENECKÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","44","0%","0%",802
"ALENA JENŠÍKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","70","100%","0%",803
"PAVEL DRAHOŠ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","47","0%","0%",804
"ANEŽKA ZACHAŘOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","59","100%","0%",805
"KAREL SLÁMA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","27","0%","0%",806
"LINDA NÁROVCOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","38","100%","0%",807
"DAVID ŠEDIVÝ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","42","0%","0%",808
"LIBOR ZEMAN, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","45","0%","0%",809
"JIŘÍ ŠVÁB, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","36","0%","0%",810
"JOSEF PROCHÁZKA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","37","0%","0%",811
"ILONA MELICHAROVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","49","100%","0%",812
