"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ZUZANA NEČASOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","26","100%","0%",801
"MILAN ČERMÁK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","40","0%","0%",802
"KAREL SVĚTLÍK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","38","0%","0%",803
"LUCIE HEGEROVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","28","100%","0%",804
"HANA HAKLOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","62","100%","0%",805
"PAVEL KŘÍŽ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","24","0%","0%",806
"OLDŘIŠKA KOŘÍSTKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","56","100%","0%",807
"VĚRA KREJSTOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","69","100%","0%",808
"ALENA NOVOTNÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","43","100%","0%",809
"PAVEL ODEHNAL, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","33","0%","0%",810
"ZDENĚK FRONĚK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","33","0%","0%",811
"JAROSLAV VELFL, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","53","0%","0%",812
"ELIŠKA LIŠKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","58","100%","0%",813
"JAN VESELÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","35","0%","0%",814
