"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"PAVEL MACEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","50","0%","0%",801
"JINDŘICH BLAHOŽ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","29","0%","0%",802
"KAREL ŘÍHA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","59","0%","0%",803
"ZDENĚK KOPECKÝ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","44","0%","0%",804
"JANA VRÁNOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","55","100%","0%",805
"ROMAN MACEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","41","0%","0%",806
"VLASTISLAV DOUBEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","50","0%","0%",807
"JAROSLAV ROSOL, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","34","0%","0%",808
"IVETA THOMKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","28","100%","0%",809
"JAROSLAV STŘELKA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","35","0%","0%",810
