"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JOSEF KULICH, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","56","0%","0%",801
"FERDINAND KOPAČKA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","65","0%","0%",802
"VLADIMÍR KOPELENT, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","29","0%","0%",803
"PAVEL GARREIS, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","58","0%","0%",804
"PAVEL RŮŽIČKA, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","35","0%","0%",805
"RADEK KRULEC, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","21","0%","0%",806
"PETRA HODANOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","24","100%","0%",807
"JIŘÍ BEJVL, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","40","0%","0%",808
"LUCIE KRATOCHVÍLOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","21","100%","0%",809
"KAREL HRACH, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","21","0%","0%",810
"ING. JOSEF KOPAČKA, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","53","0%","100%",811
"ING. LUKÁŠ KOPAČKA, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","29","0%","100%",812
"LUBOŠ VÍTOVEC, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","46","0%","0%",813
"STANISLAV VALVODA, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","62","0%","0%",814
"STANISLAV VALVODA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","62","0%","0%",814
"ELIŠKA VALVODOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","63","100%","0%",815
"VÁCLAV PENA, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","41","0%","0%",816
"LUBOŠ KOPAČKA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","37","0%","0%",817
