"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MICHAL HANUŠ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","30","0%","0%",801
"PETR VOLEJNÍK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","32","0%","0%",802
"JOSEF KEBR, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","33","0%","0%",803
"JAROSLAV NEKNĚZ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","40","0%","0%",804
"BC. MICHAL ORLÍK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","31","0%","100%",805
"MGR. JIŘÍ OTČENÁŠEK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","53","0%","100%",806
"ING. LIBOR BARTÁK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","44","0%","100%",807
"LIBOR MORÁVEK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","44","0%","0%",808
"LUDVÍK VONDRUS, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","56","0%","0%",809
"MARTIN BOROVEC, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","33","0%","0%",810
"DAVID KUDRNA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","38","0%","0%",811
"PETR BAMBAS, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","45","0%","0%",812
