"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","9/9","0",0,"0","31,6","22%","0%",7
"STANISLAV ROHLA","1/9","0",0,"0","51","0%","0%",801
"VÁCLAV JANÍK","1/9","1",0,"0","59","0%","0%",802
"MARIE STEKLÁ","1/9","0",0,"0","65","100%","0%",803
"JOSEF PEŠOUT","1/9","0",0,"0","40","0%","0%",804
"PAVEL VĚŘÍŠ","1/9","1",0,"0","42","0%","0%",805
"TOMÁŠ JANÍK","1/9","1",0,"0","36","0%","0%",806
"VIKTOR SODOMA","1/9","1",0,"0","43","0%","0%",807
"PETR VALOUCH","1/9","0",0,"0","36","0%","0%",808
"LUKÁŠ HRUBÝ","1/9","0",0,"0","39","0%","0%",809
