"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ZBYNĚK HAVLÍN","1/7","0",0,"0","45","0%","0%",801
"JAN KEBORT","1/7","0",0,"0","33","0%","0%",802
"JANA MACHÁČKOVÁ","1/7","0",0,"0","28","100%","0%",803
"ALEŠ BEZVODA","1/7","0",0,"0","34","0%","0%",804
"JIŘÍ BARTOŠKA","1/7","0",0,"0","30","0%","0%",805
"JOSEF VAŠINA","1/7","0",0,"0","60","0%","0%",806
"BC. JAROSLAV KOMÁREK","1/7","0",0,"0","48","0%","100%",807
"TOMÁŠ FOF","1/7","0",0,"0","33","0%","0%",808
"PAVEL KOMÁREK","1/7","0",0,"0","41","0%","0%",809
"PETR DOHNAL","1/7","0",0,"0","43","0%","0%",810
