"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JARMILA TURKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","46","100%","0%",801
"PETR ŘÍHA, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","42","0%","0%",802
"ROMANA SEDLÁKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","40","100%","0%",803
"JAROSLAV MIČKA, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","34","0%","0%",804
"ZDENĚK TUREK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","38","0%","0%",805
"PAVEL ŠVEJDA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","50","0%","0%",806
"PETRA TURKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","33","100%","0%",807
"ING. VLASTA VÍTKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","29","100%","100%",808
"JANA BĚLOHLÁVKOVÁ, DIS., NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","28","100%","100%",809
"ING. PAVEL ŠŤASTNÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","28","0%","100%",810
"JAROSLAV BOREK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","43","0%","0%",811
"ZDENĚK NAVRÁTIL, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","44","0%","0%",812
"MARTIN LICHTENBERG, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","37","0%","0%",813
