"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JIŘÍ VÍDENSKÝ","1/9","0",0,"0","29","0%","0%",801
"KAREL SVOBODA","1/9","0",1,"0","34","0%","0%",802
"PAVEL POKORNÝ","1/9","0",1,"0","44","0%","0%",803
"JIŘÍ MASOPUST","1/9","0",1,"0","40","0%","0%",804
"VLADIMÍR PRCHAL","1/9","0",0,"0","37","0%","0%",805
"ZDENĚK PLÍHAL","1/9","0",1,"0","33","0%","0%",806
"LEOŠ DURDA","1/9","0",1,"0","61","0%","0%",807
"JAN LOJDA","1/9","0",1,"0","36","0%","0%",808
"RADEK DOLEJŠÍ","1/9","0",1,"0","37","0%","0%",809
"PAVEL PROCHÁZKA","1/9","0",0,"0","38","0%","0%",810
"LUKÁŠ SVOBODA","1/9","0",1,"0","30","0%","0%",811
"ANTONÍN KONECKÝ","1/9","0",1,"0","46","0%","0%",812
"SIMONA NOVOTNÁ","1/9","0",1,"0","54","100%","0%",813
