"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ING. BOHUSLAV FENDRYCH","1/9","1",0,"0","32","0%","100%",801
"VÁCLAV VALA","1/9","1",0,"0","43","0%","0%",802
"MARTIN STANĚK","1/9","1",0,"0","47","0%","0%",803
"PAVEL PANSKÝ","1/9","1",0,"0","52","0%","0%",804
"PETR SEMRÁD","1/9","0",0,"0","26","0%","0%",805
"PETR PIPEK","1/9","1",0,"0","41","0%","0%",806
"JOSEF VNUK","1/9","1",0,"0","48","0%","0%",807
"VÁCLAV VALA","1/9","1",0,"0","24","0%","0%",808
"LUBOŠ ŠPITÁLNÍK","1/9","1",0,"0","40","0%","0%",809
"KAROLÍNA ORTOVÁ","1/9","0",0,"0","23","100%","0%",810
"MGR. PETRA RAJTEROVÁ","1/9","0",0,"0","26","100%","100%",811
"MONIKA VALOVÁ","1/9","0",0,"0","44","100%","0%",812
