"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","1/7","1",0,"0","47","0%","0%",1
"KOMUNISTICKÁ STRANA ČECH A MORAVY","1/7","1",0,"0","37","0%","0%",47
"ING. ANTONÍN JURÁN, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","36","0%","100%",801
"JITKA JIČÍNSKÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","44","100%","0%",802
"EVA KARÁSKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","40","100%","0%",803
"ANTONÍN KRUŽÍK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","48","0%","0%",804
"ANTONÍN KNOFLÍČEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","38","0%","0%",805
"PETRA MIČKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","34","100%","0%",806
"JIŘÍ NOVÁK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","58","0%","0%",807
"IVANA HORKÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","45","100%","0%",808
