"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JAN ŠINDLER","1/9","1",0,"0","56","0%","0%",801
"STANISLAV JARÝ","1/9","0",0,"0","70","0%","0%",802
"BC. MILAN PAZOUREK","1/9","1",0,"0","47","0%","100%",803
"JIŘÍ BURKOŇ","1/9","0",0,"0","33","0%","0%",804
"MILAN NOVOTNÝ","1/9","1",0,"0","34","0%","0%",805
"DANA DOSTÁLOVÁ","1/9","1",0,"0","37","100%","0%",806
"DAVID ŠPRONGL","1/9","0",0,"0","39","0%","0%",807
"ING. VLADIMÍR NEPIVODA","1/9","1",0,"0","52","0%","100%",808
"TOMÁŠ DVOŘÁK","1/9","0",0,"0","34","0%","0%",809
"BC. TEREZA HORÁKOVÁ","1/9","0",0,"0","24","100%","100%",810
