"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"TOMÁŠ ŘÍHA","1/7","1",0,"0","35","0%","0%",801
"VLADIMÍR CACH","1/7","1",0,"0","59","0%","0%",802
"VÍTĚZSLAV RŮŽIČKA","1/7","1",0,"0","61","0%","0%",803
"JANA DRÁZDOVÁ","1/7","1",0,"0","47","100%","0%",804
"PAVEL ŠVEHLA","1/7","1",0,"0","60","0%","0%",805
"MARTIN PÁNEK","1/7","0",0,"0","46","0%","0%",806
"JAROSLAVA KOZLOVÁ","1/7","0",0,"0","48","100%","0%",807
"ZBYNĚK ŽÁK","1/7","0",0,"0","31","0%","0%",808
"PETR KOPECKÝ","1/7","0",0,"0","41","0%","0%",809
"OLGA KOPECKÁ","1/7","1",0,"0","42","100%","0%",810
"MARKÉTA SABO","1/7","0",0,"0","28","0%","0%",811
