"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MGR. PETRA MOKREJŠOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","39","100%","100%",801
"MGR. JANA NOVÁKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","26","100%","100%",802
"MGR. EDITA HOFMANOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","31","100%","100%",803
"JIŘÍ NOVÁK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","57","0%","0%",804
"LUKÁŠ POTOČEK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","32","0%","0%",805
"JANA DRAHORÁDOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","35","100%","0%",806
"MILAN SVOBODA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","41","0%","0%",807
"ALICE KAŠPAROVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","37","100%","0%",808
"VLASTIMIL ZEMÁNEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","43","0%","0%",809
"MGR. KLÁRA MALÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","25","100%","100%",810
"PATRIK BENC, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","41","0%","0%",811
"MARTA POTOČKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","60","100%","0%",812
"ING. VĚRA KINDLOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","58","100%","100%",813
"JIŘÍ VANÍČEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","44","0%","0%",814
"DAGMAR SCHODOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","36","100%","0%",815
"EVA VÍTKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","56","100%","0%",816
"PAVLA PLATINSKÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","43","100%","0%",817
"TOMÁŠ DVOŘÁČEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","41","0%","0%",818
"JOLANA VANÍČKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","41","100%","0%",819
