"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MILADA ŠRŮTOVÁ","1/7","0",0,"0","64","100%","0%",801
"MARTIN BŐHM","1/7","0",0,"0","44","0%","0%",802
"DUŠAN KOHL","1/7","1",0,"0","37","0%","0%",803
"LENKA REJMANOVÁ","1/7","0",0,"0","32","100%","0%",804
"LADISLAV BUBEN","1/7","0",0,"0","22","0%","0%",805
"FRANTIŠEK KOHL","1/7","1",0,"0","64","0%","0%",806
"BLANKA POSLUŠNÁ","1/7","0",0,"0","54","100%","0%",807
"BOHUMIL REJMAN","1/7","1",0,"0","66","0%","0%",808
"JOSEF NEČAS","1/7","1",0,"0","58","0%","0%",809
"MARCELA CHUDOBOVÁ","1/7","0",0,"0","40","100%","0%",810
