"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ALEŠ KRÁTKÝ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","38","0%","0%",801
"MILOŇ HYPIUS, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","47","0%","0%",802
"MGR. MONIKA PETŘÍKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","36","100%","100%",803
"ING. RADEK PETŘÍK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","37","0%","100%",804
"EVA HLADÍKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","61","100%","0%",805
"JIŘÍ PODUBECKÝ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","42","0%","0%",806
"DAVID FESTA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","38","0%","0%",807
"IVANA DUŠKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","30","100%","0%",808
"HANA HLAVATÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","33","100%","0%",809
"MIROSLAV ŠOLC, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","49","0%","0%",810
"TOMÁŠ DUŠEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","31","0%","0%",811
"PAVEL ŠUBRT, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","42","0%","0%",812
