"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"OBČANSKÁ DEMOKRATICKÁ STRANA","1/9","1",0,"0","54","0%","0%",53
"JOSEF HOVORKA","1/9","0",1,"0","57","0%","0%",801
"JAN ŠOTOLA","1/9","0",1,"0","43","0%","0%",802
"JAN MUDROCH","1/9","0",0,"0","39","0%","0%",803
"ING. ZUZANA HOVORKOVÁ","1/9","0",0,"0","26","100%","100%",804
"GABRIELA NOVÁKOVÁ","1/9","0",0,"0","28","100%","0%",805
"MILAN SVOBODA","1/9","0",1,"0","47","0%","0%",806
"MARTIN PAVELKA","1/9","0",0,"0","43","0%","0%",807
"JOSEF POUPĚ","1/9","0",0,"0","29","0%","0%",808
"BC. MICHAELA MARKOVÁ","1/9","0",0,"0","22","100%","100%",809
"JAROSLAVA KARLOVÁ","1/9","0",1,"0","58","100%","0%",810
"PAVEL NOVÁK","1/9","0",1,"0","39","0%","0%",811
"JOSEF KOLÁŘ","1/9","0",1,"0","63","0%","0%",812
