"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"VRATISLAV ŠEVČÍK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","44","0%","0%",801
"PETR ŠVASTA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","55","0%","0%",802
"ZDEŇKA PODZIMKOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","58","100%","0%",803
"ILONA FIŠEROVÁ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","37","100%","0%",804
"JITKA HYŽOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","41","100%","0%",805
"LADISLAVA RAJNLTOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","58","100%","0%",806
"ZDENĚK FIKR, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","54","0%","0%",807
"TOMÁŠ PAVLÁT, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","39","0%","0%",808
"ROMAN FEJFAR, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","43","0%","0%",809
"ING. HANA VYCPÁLKOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","40","100%","100%",810
"ROMAN MLATEČEK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","41","0%","0%",811
"LENKA ROUŠALOVÁ KUBCOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","36","100%","0%",812
"JOSEF BLAŽEJ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","57","0%","0%",813
"VÍTĚZSLAV TŘEBEŠKA, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","38","0%","0%",814
"ING. JAN SEJPKA, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","37","0%","100%",815
"SVATOPLUK ADAMÍRA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","52","0%","0%",816
"JANA BURKETOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","44","100%","0%",817
"BC. LADISLAVA TICHÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","40","100%","100%",818
