"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"TOMÁŠ DOLEŽAL","1/7","0",0,"0","24","0%","0%",801
"FRANTIŠEK MUSIL","1/7","1",0,"0","45","0%","0%",802
"LADISLAV BLAŽEK","1/7","1",0,"0","47","0%","0%",803
"PETR KUDLA","1/7","1",0,"0","51","0%","0%",804
"HYNEK KUBÁT","1/7","0",0,"0","32","0%","0%",805
"JAROSLAV MUSIL","1/7","1",0,"0","43","0%","0%",806
"LADISLAV STEHNO","1/7","0",0,"0","59","0%","0%",807
"ŠÁRKA ICHOVÁ","1/7","1",0,"0","33","100%","0%",808
"ING. MIROSLAV SZOTKOWSKI","1/7","1",0,"0","34","0%","100%",809
"MILOŠ RADIL","1/7","0",0,"0","40","0%","0%",810
"JAN DOLEŽAL","1/7","0",0,"0","26","0%","0%",811
