"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"NEZÁVISLÝ KANDIDÁT - CHRUDIMSKÝ JIŘÍ","1/7","0",0,"0","35","0%","0%",801
"FRANTIŠEK MAREŠ","1/7","0",0,"0","41","0%","0%",802
"ALEŠ JECHORT","1/7","0",0,"0","21","0%","0%",803
"NEZÁVISLÝ KANDIDÁT JAN KOČÍ","1/7","0",1,"0","57","0%","0%",804
"PAVEL MÁŠA","1/7","1",0,"0","50","0%","0%",805
"ŠÁRKA BUDILOVÁ","1/7","0",0,"0","37","100%","0%",806
"LADISLAV ŽÁK","1/7","1",0,"0","44","0%","0%",807
"JOSEF ŠÍD","1/7","1",0,"0","53","0%","0%",808
"KAMIL FIŘT","1/7","0",0,"0","21","0%","0%",809
"ING. VLADIMÍR ROZŠAFNÝ","1/7","0",1,"0","51","0%","100%",810
"NEZÁVISLÝ KANDIDÁT ING. MIROSLAV PAVROVSKÝ","1/7","0",1,"0","38","0%","100%",811
"NEZÁVISLÝ KANDIDÁT JOSEF SOBOTKA","1/7","0",1,"0","39","0%","0%",812
"NEZÁVISLÝ KANDIDÁT OTTO DVOŘÁK","1/7","0",0,"0","52","0%","0%",813
"TOMÁŠ PECKA","1/7","0",0,"0","23","0%","0%",814
