"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MILOSLAV SVOBODA, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","64","0%","0%",801
"EMILIE VALLOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","64","100%","0%",802
"RADEK MATAL, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","39","0%","0%",803
"ALICE KOZLOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","38","100%","0%",804
"RADOVAN KRÁL, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","57","0%","0%",805
"ANNA HLAVIČKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","23","100%","0%",806
"ALEŠ TATÍČEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","30","0%","0%",807
"ZDENĚK PEŠKA, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","35","0%","0%",808
"DANIEL KRÉSA, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","37","0%","0%",809
"ZDENĚK NEVÍM, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","32","0%","0%",810
"MICHAL VALOUŠEK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","34","0%","0%",811
"LADISLAV ZEMAN, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","53","0%","0%",812
