"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ATTILA OBERTOL, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","32","0%","0%",801
"JOSEF KOSTELENEC, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","61","0%","0%",802
"MILOSLAV KAZIMOUR, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","56","0%","0%",803
"JAN HAVLÍČEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","50","0%","0%",804
"PAVEL NOHAVA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","52","0%","0%",805
"DUŠAN TÍKAL, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","48","0%","0%",806
"JOSEF ŠTUDLAR, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","40","0%","0%",807
"JAROSLAV KRATOCHVÍL, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","61","0%","0%",808
"ROMAN HOUDEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","33","0%","0%",809
"EVA GUROVIČOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","25","100%","0%",810
"JOSEF SVOBODA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","59","0%","0%",811
"FRANTIŠEK HEJL, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","32","0%","0%",812
"FRANTIŠEK RADVAN, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","39","0%","0%",813
