"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"VÁCLAVA FIKAROVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","58","100%","0%",801
"HANA DVOŘÁKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","30","100%","0%",802
"ZDENĚK HRUŠKA, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","55","0%","0%",803
"VLASTIMIL DVOŘÁK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","43","0%","0%",804
"JAN BOUBÍN, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","53","0%","0%",805
"OLDŘICH BENEDIKT, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","58","0%","0%",806
"JAROSLAV DVOŘÁK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","69","0%","0%",807
"JIŘÍ KOP, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","37","0%","0%",808
"VÁCLAV VONÁSEK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","49","0%","100%",809
"VÁCLAV PROCHÁZKA, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","52","0%","0%",810
"FRANTIŠEK KOZLER, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","64","0%","0%",811
"ANTONÍN DVOŘÁK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","55","0%","0%",812
