"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"STANISLAV ČERVINKA, NEZÁVISLKÝ KANDIDÁT","1/7","0",1,"0","46","0%","0%",801
"PETR DUBSKÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","41","0%","0%",802
"IVANA HOLKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","57","100%","0%",803
"MOJMÍR JINDRÁSEK, NEZÁVISKÝ KANDIDÁT","1/7","0",1,"0","57","0%","0%",804
"MILAN KEPRTA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","38","0%","0%",805
"PETR SEKYRA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","35","0%","0%",806
"JAROSLAV SYMON, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","48","0%","0%",807
"JOSEF VANĚK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","67","0%","0%",808
"FRANTIŠEK VILÍMEK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","53","0%","0%",809
"MARTIN VÍDEŇSKÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","32","0%","0%",810
"LADISLAV KOŽINA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","49","0%","0%",811
