"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"FRANTIŠEK PLOCEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","56","0%","0%",801
"MILENA ZIKMUNDOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","42","100%","0%",802
"MARIE KOSOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","60","100%","0%",803
"BRONISLAV BERKA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","42","0%","0%",804
"DAGMAR DOBEŠOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","41","100%","0%",805
"PETRA MÁLKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","38","100%","0%",806
"ANTONÍN BEDNÁŘ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","45","0%","0%",807
"JAN KOSTELECKÝ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","66","0%","0%",808
"STANISLAV NOVOTNÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","45","0%","0%",809
"MIROSLAV BÉM, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","44","0%","0%",810
