"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"LADISLAV ŠKVOR","1/7","0",1,"0","55","0%","0%",801
"JIŘÍ CHLUMSKÝ, ML.","1/7","0",0,"0","23","0%","0%",802
"DENISA BODLÁKOVÁ","1/7","0",0,"0","21","100%","0%",803
"PETR KAPAL","1/7","0",0,"0","34","0%","0%",804
"JOSEF SEMÍN","1/7","0",0,"0","51","0%","0%",805
"JOSEF KREJCÁREK","1/7","0",0,"0","56","0%","0%",806
"JAROSLAV LUNDÁK","1/7","0",1,"0","52","0%","0%",807
"JIŘÍ CHLUMSKÝ","1/7","0",1,"0","55","0%","0%",808
"FRANTIŠEK DVOŘÁK","1/7","0",1,"0","64","0%","0%",809
"JAROSLAV LUNDÁK, ML.","1/7","0",0,"0","28","0%","0%",810
