"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MARTIN ŠTĚPÁN","1/5","0",0,"0","38","0%","0%",801
"MICHAL VLČEK","1/5","0",0,"0","26","0%","0%",802
"FRANTIŠEK DOČKAL","1/5","0",1,"0","54","0%","0%",803
"PAVEL URBÁNEK","1/5","0",1,"0","42","0%","0%",804
"JOSEF KVAPIL","1/5","0",0,"0","60","0%","0%",805
"MGR. MIROSLAV WOLF","1/5","0",0,"0","59","0%","100%",806
"JAN ANTOŇŮ","1/5","0",1,"0","49","0%","0%",807
"TOMÁŠ PUCHNAR","1/5","0",0,"0","23","0%","0%",808
"ALENA ŠIMKOVÁ","1/5","0",1,"0","50","100%","0%",809
"ING. MIROSLAV BINDER","1/5","0",0,"0","33","0%","100%",810
