"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"CTIRAD KVASNIČKA, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","43","0%","0%",801
"ROMAN PAVLÍK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","46","0%","0%",802
"VÁCLAV TUREK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","56","0%","0%",803
"MGR. MICHAELA ŠIROKÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","43","100%","100%",804
"MIROSLAV MIKULA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","58","0%","0%",805
"MIROSLAV STUDNIČKA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","35","0%","0%",806
"ING. LENKA STRAKOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","50","100%","100%",807
"ING. IVANA KVĚTOŇOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","52","100%","100%",808
"MIROSLAV BARTOŠ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","36","0%","0%",809
"MGR. VÍT ČERVENKA, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","44","0%","100%",810
