"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ING. JAKUB ZEMAN, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","24","0%","100%",801
"ROMAN ŠAFRÁNEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","39","0%","0%",802
"MARIE TUPÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","52","100%","0%",803
"BLANKA DVOŘÁKOVÁ, DIS., NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","32","100%","100%",804
"ALEŠ PÍTRA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","40","0%","0%",805
"FRANTIŠEK BURIAN, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","33","0%","0%",806
"LADISLAV CVACH, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","59","0%","0%",807
"LADISLAV FIŠER, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","40","0%","0%",808
"MARTIN ZEMAN, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","30","0%","0%",809
"MILOSLAV ŠVEJDA, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","63","0%","0%",810
"ING. KATEŘINA MALÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","27","100%","100%",811
