"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JAROSLAV ZMEŠKAL","1/7","0",0,"0","49","0%","0%",801
"RADEK NOVÁČEK","1/7","0",1,"0","38","0%","0%",802
"ZDENĚK PARTL","1/7","0",1,"0","42","0%","0%",803
"PAVEL ZEMAN","1/7","0",1,"0","35","0%","0%",804
"ZDENĚK JURA","1/7","0",1,"0","48","0%","0%",805
"JANA SKRYJOVÁ","1/7","0",1,"0","53","100%","0%",806
"MILAN TEPLÝ","1/7","0",0,"0","31","0%","0%",807
"ZDEŇKA MEZLÍKOVÁ","1/7","0",0,"0","43","100%","0%",808
"MARTIN VOSTAL","1/7","0",0,"0","23","0%","0%",809
"JIŘÍ HNÍZDIL","1/7","0",1,"0","52","0%","0%",810
"MGR. HANA BRABCOVÁ","1/7","0",0,"0","53","100%","100%",811
"VÍTĚZSLAV BRABEC","1/7","0",1,"0","55","0%","0%",812
