"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JIŘÍ MOULÍK","1/9","0",0,"0","49","0%","0%",801
"PETR STRÁNSKÝ","1/9","0",1,"0","48","0%","0%",802
"PAVEL PECHAČ","1/9","0",1,"0","45","0%","0%",803
"PAVEL HOUDA","1/9","0",1,"0","37","0%","0%",804
"MARTIN MOULÍK","1/9","0",1,"0","40","0%","0%",805
"JAN PFLEGER","1/9","0",0,"0","30","0%","0%",806
"FRANTIŠEK PŠENIČKA","1/9","0",1,"0","46","0%","0%",807
"JIŘÍ ČEJDA","1/9","0",0,"0","35","0%","0%",808
"MILAN ŠTEMBERK","1/9","0",1,"0","44","0%","0%",809
"VLADIMÍR HŮLA","1/9","0",1,"0","54","0%","0%",810
"STANISLAV JÁRKA","1/9","0",0,"0","45","0%","0%",811
"LUBOŠ HRMA","1/9","0",0,"0","35","0%","0%",812
"MIROSLAV NERAD","1/9","0",1,"0","54","0%","0%",813
"TOMÁŠ CHLASTÁK","1/9","0",1,"0","45","0%","0%",814
