"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","15/15","1",4,"4","57,1","73%","7%",1
"STAROSTOVÉ A NEZÁVISLÍ","15/15","2",1,"5","49,7","20%","27%",166
"UNIE RODIČŮ PŘI ZŠ TRHOVÝ ŠTĚPÁNOV","15/15","1",0,"8","39,1","100%","20%",901
"ORGANIZACE 5.PROSINCE","15/15","0",10,"5","39,5","40%","7%",902
"SDH DALKOVICE","15/15","0",1,"14","41,7","0%","13%",903
"SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ HASIČI SEDMPÁNY","15/15","0",11,"4","48,3","27%","0%",904
"INICIATIVA ZA KRÁSNĚJŠÍ MĚSTO TRHOVÝ ŠTĚPÁNOV","15/15","2",1,"3","40,3","20%","33%",905
"HASIČI TRHOVÝ ŠTĚPÁNOV","15/15","3",1,"2","54,5","20%","7%",906
"TJ SOKOL TRHOVÝ ŠTĚPÁNOV - ODDÍL KOPANÉ","15/15","1",1,"3","45,3","27%","0%",907
"TĚLOCVIČNÁ JEDNOTA SOKOL TRHOVÝ ŠTĚPÁNOV","15/15","1",3,"4","45,2","53%","20%",908
