"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"DAVID LAŠTŮVKA","1/7","0",0,"0","32","0%","0%",801
"ILONA PAVLASOVÁ","1/7","1",0,"0","43","100%","0%",802
"JIŘÍ LORENC","1/7","1",0,"0","36","0%","0%",803
"JIŘÍ ROČEŇ","1/7","1",0,"0","34","0%","0%",804
"LUBOŠ KROPÁČEK","1/7","1",0,"0","34","0%","0%",805
"MGR. LUCIE CEPLOVÁ","1/7","0",0,"0","28","100%","100%",806
"MARTIN KROUPA","1/7","1",0,"0","45","0%","0%",807
"MARTIN MODRÁČEK","1/7","0",0,"0","32","0%","0%",808
"MICHAL MORÁVEK","1/7","0",0,"0","54","0%","0%",809
"MILOŠ NOVOTNÝ","1/7","0",0,"0","44","0%","0%",810
"SOŇA VOHNICKÁ","1/7","1",0,"0","46","100%","0%",811
"VLADIMÍR CEPL","1/7","0",0,"0","50","0%","0%",812
