"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ING. ANTONÍN DOLÁK","1/7","0",1,"0","56","0%","100%",801
"MGR. JANA ZDRÁHALOVÁ","1/7","0",1,"0","44","100%","100%",802
"MGR. LUKÁŠ REJZEK","1/7","0",0,"0","30","0%","100%",803
"FRANTIŠEK PALÍK","1/7","0",0,"0","39","0%","0%",804
"IVA KABELÁČOVÁ","1/7","0",0,"0","52","100%","0%",805
"JINDŘICH KABELÁČ","1/7","0",0,"0","53","0%","0%",806
"ZDENĚK HANÁK","1/7","0",1,"0","54","0%","0%",807
"PAVEL HANÁK","1/7","0",0,"0","29","0%","0%",808
"ING. RŮŽENA CALETKOVÁ","1/7","0",1,"0","56","100%","100%",809
"KAREL DOLÁK","1/7","0",1,"0","54","0%","0%",810
"ZDENĚK ADAM","1/7","0",1,"0","51","0%","0%",811
"ING. PETRA KELAROVÁ","1/7","0",0,"0","43","100%","100%",812
"ZORA HRADILOVÁ","1/7","0",0,"0","42","100%","0%",813
