"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JOSEF PAPEŽ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","59","0%","100%",801
"VLASTIMIL PEŠULA, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","41","0%","0%",802
"ZDENĚK ŠKARDA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","46","0%","0%",803
"MARTIN VÍTŮ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","32","0%","0%",804
"MILAN MAREK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","38","0%","0%",805
"MARTIN PODRACKÝ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","36","0%","0%",806
"ROBERT NOVÁK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","44","0%","0%",807
"PETR KONSTANTINOVIČ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","32","0%","0%",808
"JIŘÍ KOUTNÝ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","36","0%","0%",809
"ZDEŇKA KOUTSKÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","41","100%","0%",810
"MGR. KATEŘINA VLAŽNÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","40","100%","100%",811
"VLASTIMIL PELÁN, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","51","0%","0%",812
"FRANTIŠEK VÁVRA, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","41","0%","0%",813
"VÁCLAV KONSTANTINOVIČ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","52","0%","0%",814
"MILAN HONZÍK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","48","0%","0%",815
"MIROSLAV JANERLA, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","41","0%","0%",816
"ROBERT LOPUSZYNSKI, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","39","0%","0%",817
"NOVÁ CESTA PRO ŽIVÉ ÚTERSKO","8/9","0",0,"0","47,6","25%","62%",901
