"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JOSEF VESELÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","36","0%","0%",801
"DAVID DVOŘÁK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","40","0%","0%",802
"MICHAL BROUM, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","36","0%","0%",803
"JAROSLAV TUPÝ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","43","0%","0%",804
"FRANTIŠEK CHLADA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","64","0%","0%",805
"JIŘÍ KVASNIČKA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","32","0%","0%",806
"TOMÁŠ DRDA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","34","0%","0%",807
"LENKA VÁCHOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","36","100%","0%",808
"MIROSLAV KAZDA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","49","0%","0%",809
"MARIE KŮRKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","46","100%","0%",810
"MIROSLAV VESELÝ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","40","0%","0%",811
