"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ROMAN MICHNA","1/7","0",0,"0","40","0%","100%",801
"HANA BEZDĚKOVÁ","1/7","0",1,"0","46","100%","100%",802
"KAREL TRČÁLEK","1/7","0",0,"0","54","0%","0%",803
"JAROMÍR VOLEK","1/7","0",0,"0","64","0%","100%",804
"ELIŠKA FRYDRYCHOVÁ","1/7","0",0,"0","25","100%","0%",805
"BEDŘICH ŠUBA","1/7","0",0,"0","38","0%","0%",806
"EVA TESARČÍKOVÁ","1/7","0",0,"0","28","100%","0%",807
"JIŘÍ CICHRA","1/7","0",0,"0","39","0%","0%",808
"JULIUS LEŠŤANSKÝ","1/7","0",0,"0","50","0%","100%",809
"LENKA HORÁKOVÁ","1/7","0",0,"0","22","100%","0%",810
"MILAN LIŠKA","1/7","0",0,"0","54","0%","100%",811
"RENÁTA MAŇÁKOVÁ","1/7","0",1,"0","45","100%","0%",812
"VLADIMÍR HURTEŠÁK","1/7","0",0,"0","55","0%","0%",813
"VLADIMÍR RUŠAR","1/7","0",1,"0","58","0%","0%",814
"VRATISLAV KUPČÍK","1/7","0",0,"0","65","0%","0%",815
