"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"PAVEL PANUŠKA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","22","0%","0%",801
"ING. PAVEL BURIÁNEK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","58","0%","100%",802
"JITKA KUBAŇOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","43","100%","0%",803
"MIROSLAV ŽITNÍK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","57","0%","0%",804
"JOSEF PANUŠKA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","71","0%","0%",805
"ZDENĚK KŘÍŽ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","40","0%","0%",806
"JAN VĚTROVEC, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","34","0%","0%",807
"KAMIL ŠOLAR, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","37","0%","0%",808
"MARIE ŠTĚPÁNÍKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","51","100%","0%",809
"JIŘÍ MÁLEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","41","0%","0%",810
"ALEŠ MAŠÍČEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","43","0%","0%",811
