"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"LUKÁŠ ČIPERA","1/7","0",0,"0","29","0%","0%",801
"IVANA ČIPEROVÁ","1/7","0",1,"0","46","100%","0%",802
"PHARMDR. ZUZANA WOIDIGOVÁ DUCHÁČOVÁ","1/7","0",0,"0","33","100%","100%",803
"BC. EDUARD WOIDIG","1/7","0",0,"0","35","0%","100%",804
"JAROSLAV GEMSA","1/7","0",1,"0","63","0%","0%",805
"FRANTIŠEK ŠAFKA","1/7","0",1,"0","65","0%","0%",806
"MICHAL HABICH","1/7","0",1,"0","41","0%","0%",807
"MILAN FUČÍK","1/7","0",1,"0","55","0%","0%",808
"JANA ŠTANCLOVÁ","1/7","0",1,"0","48","100%","0%",809
"MGR. JITKA PICHOVÁ","1/7","0",0,"0","45","100%","100%",810
