"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"NEZÁVISLÝ KANDIDÁT JOSEF DOLEŽAL","1/7","0",1,"0","39","0%","0%",801
"EMIL TABAČEK","1/7","0",1,"0","57","0%","0%",802
"JULIUS DONÁTH","1/7","0",1,"0","71","0%","0%",803
"NEZÁVISLÝ KANDIDÁT VÁCLAV HORKÝ","1/7","0",1,"0","55","0%","0%",804
"ING.DAGMAR ŠTVERÁKOVÁ HEJDUKOVÁ","1/7","0",0,"0","30","100%","100%",805
"NEZÁVISLÝ KANDIDÁT ŠTĚPÁNKA SŮSOVÁ","1/7","0",0,"0","31","100%","100%",806
"GABRIELA PINKOVÁ","1/7","0",0,"0","30","100%","0%",807
"STANISLAV ŽUŠKA - NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","53","0%","0%",808
"PETRA BLÁHOVÁ","1/7","0",1,"0","39","100%","0%",809
"MGR. VERONIKA KROPÁČOVÁ","1/7","0",0,"0","28","100%","0%",810
"ING.MARTIN ŠTVERÁK - NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","29","0%","100%",811
"NEZÁVISLÝ KANDIDÁT VÁCLAV DOLEŽAL","1/7","0",0,"0","46","0%","0%",812
