"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JOSEF ŠOS, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","40","0%","0%",801
"ANNA HOGEROVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","62","100%","0%",802
"JAN AIZNER, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","40","0%","0%",803
"JAROSLAV KOPEJTKO, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","53","0%","100%",804
"JAROSLAV LOHR, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","43","0%","0%",805
"LUDĚK MALÁN, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","53","0%","0%",806
"KAREL KOLIHA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","39","0%","0%",807
"IVA BRANDOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","33","100%","100%",808
"STANISLAVA HAJŠMANOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","36","100%","0%",809
"JANA ROTREKLOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","46","100%","0%",810
"JOSEF KŮS, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","35","0%","0%",811
