"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ZDENĚK KADANÍK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","57","0%","0%",801
"VÁCLAV RUFR, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","42","0%","0%",802
"MILOŠ CHRASTINA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","50","0%","0%",803
"KATEŘINA PAVLÁSKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","34","0%","0%",804
"JOSEF MEDEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","67","0%","0%",805
"JOSEF HŮLEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","43","0%","0%",806
"JOSEF BORŮVKA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","66","0%","0%",807
"JANA BORŮVKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","38","0%","0%",808
"ALENA VONDRÁČKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","37","0%","0%",809
"ING. KAREL VLČEK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","54","0%","100%",810
