"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MGR. MILENA KAŠOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","43","100%","100%",801
"ING. ZDENĚK BROŽEK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","57","0%","100%",802
"RADEK SVOBODA, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","36","0%","0%",803
"MVDR. PAVEL ŠEBEK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","40","0%","100%",804
"ING. OLGA KUDRNÁČOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","60","100%","100%",805
"MIROSLAVA KNOBLOCHOVÁ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","56","100%","0%",806
"JAN ŠŤASTNÝ, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","44","0%","0%",807
"JIŘÍ ŠÍREK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","58","0%","0%",808
"JOSEF PROKŮPEK, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","50","0%","0%",809
"JIŘÍ ODHÁNĚL, NEZÁVISLÝ KANDIDÁT","1/9","1",0,"0","63","0%","0%",810
"JAN KÖNIG, DIS., NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","35","0%","100%",811
