"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","8/9","0",3,"5","47,8","62%","0%",1
"JANA CECHOVÁ","1/9","0",1,"0","51","100%","0%",801
"JANA VASTAGOVÁ","1/9","0",0,"0","49","100%","0%",802
"LADISLAV VASTAG","1/9","0",1,"0","49","0%","0%",803
"EVA SVOBODOVÁ","1/9","0",1,"0","39","100%","0%",804
"EVA RICHTEROVÁ","1/9","0",0,"0","49","100%","0%",805
"BOHUSLAV RICHTER","1/9","0",1,"0","53","0%","0%",806
"ING. JAN PETRÁK","1/9","0",0,"0","54","0%","100%",807
"ROBERT ČERMÁK","1/9","0",0,"0","60","0%","0%",808
"ROZVOJ","7/9","0",3,"4","41","0%","0%",901
