"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ING. VÍT KADLEC","1/7","0",1,"0","36","0%","100%",801
"JAROSLAV KINC","1/7","0",0,"0","39","0%","0%",802
"MGR. DANA CÍCHOVÁ","1/7","0",1,"0","34","100%","100%",803
"JIŘÍ RAUS","1/7","0",0,"0","33","0%","0%",804
"FRANTIŠEK CÍCHA","1/7","0",1,"0","38","0%","0%",805
"JAROSLAV BRÁZDA","1/7","0",1,"0","31","0%","0%",806
"LADISLAV BRACEK","1/7","0",1,"0","45","0%","0%",807
"MICHAELA MATALOVÁ","1/7","0",0,"0","38","100%","0%",808
"KLÁRA ZHOŘOVÁ","1/7","0",0,"0","22","100%","0%",809
"ING. ZDENĚK PAVLÍČEK","1/7","0",1,"0","52","0%","100%",810
