"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"VLASTA DUŠKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","59","100%","0%",801
"MARIE KOVAŘÍKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","44","100%","0%",802
"JAN TESAŘ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","28","0%","0%",803
"ING. HANA PLUHAŘOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","47","100%","100%",804
"ADRIANA ŠINDELÁŘOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","33","100%","0%",805
"LUBOMÍRA PEČENÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","41","100%","0%",806
"JAN HOMOLKA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","62","0%","0%",807
"MIROSLAV ŠALOM, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","60","0%","0%",808
"ZBYNĚK ŠTEFFL, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","42","0%","0%",809
"EVA KRAMEROVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","53","100%","0%",810
"VÁCLAVA URBANOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","39","100%","0%",811
"LADISLAVA HRDOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","41","100%","0%",812
"DAVID ŠLEIS, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","39","0%","0%",813
"PETR TOUPAL, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","37","0%","0%",814
