"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"JIŘÍ MARTÍNEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","44","0%","0%",801
"VLADISLAV PÍCHA, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","39","0%","0%",802
"JAROSLAV DUŠEK, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","35","0%","0%",803
"LUCIE HANŽLOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","30","100%","0%",804
"HANA KRSOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","48","100%","0%",805
"HANA KUBÁTOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","47","100%","0%",806
"ING. VÁCLAV PÍCHA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","43","0%","100%",807
"VÁCLAV PŘIB, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","35","0%","0%",808
"JOSEF PÝCHA, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","38","0%","0%",809
"MILAN WEINAR, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","67","0%","0%",810
