"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ELIŠKA POKORNÁ ČERNÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","29","100%","0%",801
"JANA MATYÁSKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","31","100%","0%",802
"MARTIN MATYÁSEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","33","0%","0%",803
"JOSEF HAŠKOVEC, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","54","0%","0%",804
"JIŘÍ FUKA, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","37","0%","0%",805
"ING. ZDENĚK KOČÍ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","60","0%","100%",806
"MILENA BÍNOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","34","100%","0%",807
"ZDENĚK HAŠKOVEC, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","45","0%","0%",808
"RADEK DOUDA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","35","0%","0%",809
"EVA OKTAVCOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","63","100%","0%",810
"ING. JAN OKTAVEC, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","62","0%","100%",811
