"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"VLADIMÍR DVOŘÁK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","67","0%","0%",801
"RADEK ZUBEC, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","40","0%","0%",802
"PETR ŽATEČKA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","47","0%","0%",803
"VLASTIMIL VÁŇA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","44","0%","0%",804
"PETR KOTLÍK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","40","0%","0%",805
"JAROSLAV JANEČEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","49","0%","0%",806
"JOSEF JANDEJSEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","64","0%","0%",807
"ALEŠ DVOŘÁK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","39","0%","0%",808
"VLADIMÍR VELETA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","64","0%","0%",809
"MARTIN ZUBEC, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","18","0%","0%",810
"RADEK JANEČEK, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","19","0%","0%",811
