"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"OTEVŘENÁ RADNICE PRO KLÁŠTEREC N/O S PODPOROU VĚCÍ VEŘEJNÝCH A HNUTÍ ÚSVIT PŘÍMÉ DEMOKRACIE","21/21","0",7,"14","43,8","19%","19%",1099
"STRANA ZDRAVÍ SPORTU PROSPERITY","21/21","3",1,"17","40,5","24%","48%",142
"NEZÁVISLÍ DEMOKRATÉ","21/21","1",1,"11","50,6","5%","10%",172
"KOMUNISTICKÁ STRANA ČECH A MORAVY","21/21","3",0,"11","51,2","0%","10%",47
"ZA KLÁŠTEREC LEPŠÍ (ZKL)","21/21","0",11,"10","50,9","57%","48%",470
"STRANA ZELENÝCH","21/21","0",1,"20","45,6","52%","57%",5
"OBČANSKÁ DEMOKRATICKÁ STRANA","21/21","3",0,"7","44,7","38%","24%",53
"ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","21/21","3",0,"13","43,8","29%","14%",7
"STRANA SOUKROMNÍKŮ ČESKÉ REPUBLIKY","21/21","0",9,"12","49,8","29%","33%",716
"TOP 09","21/21","2",2,"17","49,1","38%","24%",721
"STRANA PRÁV OBČANŮ","3/21","0",1,"2","39,3","33%","0%",724
"PRO SPORT A ZDRAVÍ","21/21","0",7,"14","44,8","48%","29%",785
"FRANTIŠEK DANKO","1/21","0",0,"0","46","0%","0%",801
"SPOLU 2014","21/21","0",5,"16","52","57%","29%",901
