"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ING. JOSEF ŠTAINER","1/9","0",1,"0","42","0%","100%",801
"ZBYNĚK RUČKA","1/9","0",1,"0","45","0%","0%",802
"VÁCLAV PRŮCHA","1/9","0",1,"0","33","0%","0%",803
"KAREL BUŘIČ,DIS.","1/9","0",1,"0","34","0%","100%",804
"STANISLAVA VOŽENÍLKOVÁ","1/9","0",1,"0","41","100%","0%",805
"BOHDANA DVOŘÁČKOVÁ","1/9","0",1,"0","38","100%","0%",806
"KAREL MIKEŠ","1/9","0",1,"0","33","0%","0%",807
"PETR SZABÓ","1/9","0",1,"0","43","0%","0%",808
"VENDULA AGHOVÁ","1/9","0",0,"0","39","100%","0%",809
"MIROSLAV POTMĚŠIL","1/9","0",0,"0","35","0%","0%",810
"ING. VLADIMÍR JANEČEK","1/9","0",0,"0","49","0%","100%",811
"PETR SEMERÁD","1/9","0",0,"0","43","0%","0%",812
"STANISLAV KRAJÍČEK, DIS.","1/9","0",0,"0","48","0%","100%",813
"PAVEL ŠTAINER","1/9","0",1,"0","37","0%","0%",814
