"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"MVDR. MIROSLAV VĚŘÍŠ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","49","0%","100%",801
"MONIKA LACHMANOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","30","100%","0%",802
"ŽANETA HOVORKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","35","100%","0%",803
"ING. VLADIMÍR TLÁSKAL, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","44","0%","100%",804
"MUDR. RŮŽENA POTOČKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",1,"0","55","100%","100%",805
"PAVEL DAŠEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","37","0%","0%",806
"PAVEL SLÁNSKÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","51","0%","0%",807
"PAVEL JAKL, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","36","0%","0%",808
"PETR TLÁSKAL, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","40","0%","0%",809
"SOŇA MŇUKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","37","100%","0%",810
"EVA NOVÁKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","61","100%","0%",811
"ING. JAN SLÁNSKÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","25","0%","100%",812
"JARMILA FALTOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","51","100%","0%",813
"JAROSLAV ČERNÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","38","0%","0%",814
"MILAN SLÁNSKÝ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","60","0%","0%",815
