"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"ALENA KLEČKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","56","100%","0%",801
"JAN HLAVÁČ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","33","0%","0%",802
"FRANTIŠEK HLAVÁČ, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","35","0%","0%",803
"STANISLAV RADA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","47","0%","0%",804
"RADEK BASTL, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","41","0%","0%",805
"RADEK PTÁČEK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","45","0%","0%",806
"JIŘÍ LIŠKA, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","60","0%","0%",807
"ZDENĚK JÍŠA, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","31","0%","0%",808
"JAN HUŘTÁK, NEZÁVISLÝ KANDIDÁT","1/7","1",0,"0","37","0%","0%",809
"JANA MARŠÁLKOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","38","100%","0%",810
"JAKUB TURNER, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","34","0%","0%",811
"JITKA KUBALOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","60","100%","0%",812
"JANA KAPINUSOVÁ, NEZÁVISLÝ KANDIDÁT","1/7","0",0,"0","51","100%","0%",813
