"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"PAVEL VONDRÁK","1/7","1",0,"0","43","0%","0%",801
"MARTIN VONDRÁK","1/7","1",0,"0","40","0%","0%",802
"VLADIMÍR KUČERA","1/7","1",0,"0","63","0%","0%",803
"IVANA JANOUŠKOVÁ","1/7","1",0,"0","53","100%","0%",804
"JAROSLAV BLAŽEK","1/7","0",0,"0","44","0%","0%",805
"JOSEF PAPEŽ","1/7","0",0,"0","58","0%","0%",806
"ONDŘEJ BARTÁK","1/7","0",0,"0","40","0%","0%",807
"RADKA ŠRÁMKOVÁ","1/7","0",0,"0","39","100%","0%",808
"ING. PETR ŠKARDA","1/7","0",0,"0","62","0%","100%",809
"JIŘÍ ČERVENKA","1/7","0",0,"0","59","0%","0%",810
"JAN KNOB","1/7","0",0,"0","32","0%","0%",811
