"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"STRANA PRÁV OBČANŮ","1/9","0",0,"0","25","0%","0%",724
"PETRA VONDROUŠOVÁ","1/9","0",1,"0","38","100%","100%",801
"MARTIN BAYER","1/9","0",0,"0","51","0%","100%",802
"JIŘÍ ŠIMKO","1/9","1",0,"0","40","0%","0%",803
"SVATOPLUK ROBEK","1/9","0",0,"0","42","0%","0%",804
"LUKÁŠ PLCH","1/9","0",0,"0","24","0%","0%",805
"MARTIN HORSKÝ","1/9","0",0,"0","27","0%","0%",806
"JIŘÍ VOJTÍŠEK","1/9","1",0,"0","40","0%","0%",807
"LUKÁŠ SYCHRA","1/9","0",0,"0","27","0%","0%",808
"VÁCLAV PETRTÝL","1/9","0",1,"0","57","0%","100%",809
"PETR KOTÍK","1/9","1",0,"0","55","0%","0%",810
"MILENA ŠPŮROVÁ","1/9","1",0,"0","60","100%","0%",811
"BLANKA NOVOTNÁ","1/9","0",0,"0","63","100%","0%",812
